Experiment;Participant;Block;Triallist;Trial;Mapping;Stimulus;Accuracy;Correct_Key;Actual_Key;RT
Sizeloc1a;13;2;Blocklist1;39;compatible;small;1;left;left;440
Sizeloc1a;13;2;Blocklist1;40;compatible;large;1;right;right;370
Sizeloc1a;13;2;Blocklist1;41;compatible;large;1;right;right;334
Sizeloc1a;13;2;Blocklist1;42;compatible;small;1;left;left;332
Sizeloc1a;13;2;Blocklist1;43;compatible;small;1;left;left;378
Sizeloc1a;13;2;Blocklist1;44;compatible;large;1;right;right;295
Sizeloc1a;13;2;Blocklist1;45;compatible;small;1;left;left;374
Sizeloc1a;13;2;Blocklist1;46;compatible;small;1;left;left;356
Sizeloc1a;13;2;Blocklist1;47;compatible;small;1;left;left;392
Sizeloc1a;13;2;Blocklist1;48;compatible;small;1;left;left;299
Sizeloc1a;13;2;Blocklist1;49;compatible;large;1;right;right;387
Sizeloc1a;13;2;Blocklist1;50;compatible;small;1;left;left;351
Sizeloc1a;13;2;Blocklist1;51;compatible;small;1;left;left;357
Sizeloc1a;13;2;Blocklist1;52;compatible;small;1;left;left;370
Sizeloc1a;13;2;Blocklist1;53;compatible;small;1;left;left;422
Sizeloc1a;13;2;Blocklist1;54;compatible;small;1;left;left;360
Sizeloc1a;13;2;Blocklist1;55;compatible;large;1;right;right;421
Sizeloc1a;13;2;Blocklist1;56;compatible;small;1;left;left;400
Sizeloc1a;13;2;Blocklist1;57;compatible;small;1;left;left;355
Sizeloc1a;13;2;Blocklist1;58;compatible;large;1;right;right;408
Sizeloc1a;13;2;Blocklist1;59;compatible;large;1;right;right;307
Sizeloc1a;13;2;Blocklist1;60;compatible;large;1;right;right;338
Sizeloc1a;13;3;Blocklist1;1;incompatible;small;1;right;right;847
Sizeloc1a;13;3;Blocklist1;2;incompatible;large;1;left;left;792
Sizeloc1a;13;3;Blocklist1;3;incompatible;small;1;right;right;564
Sizeloc1a;13;3;Blocklist1;4;incompatible;large;1;left;left;505
Sizeloc1a;13;3;Blocklist1;5;incompatible;small;1;right;right;384
Sizeloc1a;13;3;Blocklist1;6;incompatible;large;1;left;left;380
Sizeloc1a;13;3;Blocklist1;7;incompatible;large;1;left;left;760
Sizeloc1a;13;3;Blocklist1;8;incompatible;small;1;right;right;533
Sizeloc1a;13;3;Blocklist1;9;incompatible;large;1;left;left;364
Sizeloc1a;13;3;Blocklist1;10;incompatible;large;1;left;left;585
Sizeloc1a;13;3;Blocklist1;11;incompatible;small;0;right;left;469
Sizeloc1a;13;3;Blocklist1;12;incompatible;large;0;left;right;453
Sizeloc1a;13;3;Blocklist1;13;incompatible;small;1;right;right;1030
Sizeloc1a;13;3;Blocklist1;14;incompatible;small;1;right;right;561
Sizeloc1a;13;3;Blocklist1;15;incompatible;large;1;left;left;558
Sizeloc1a;13;3;Blocklist1;16;incompatible;large;1;left;left;667
Sizeloc1a;13;3;Blocklist1;17;incompatible;small;1;right;right;412
Sizeloc1a;13;3;Blocklist1;18;incompatible;large;1;left;left;398
Sizeloc1a;13;3;Blocklist1;19;incompatible;small;1;right;right;355
Sizeloc1a;13;3;Blocklist1;20;incompatible;small;1;right;right;575
Sizeloc1a;13;4;Blocklist1;1;incompatible;large;1;left;left;958
Sizeloc1a;13;4;Blocklist1;2;incompatible;large;1;left;left;300
Sizeloc1a;13;4;Blocklist1;3;incompatible;small;1;right;right;467
Sizeloc1a;13;4;Blocklist1;4;incompatible;small;1;right;right;428
Sizeloc1a;13;4;Blocklist1;5;incompatible;large;1;left;left;399
Sizeloc1a;13;4;Blocklist1;6;incompatible;small;1;right;right;539
Sizeloc1a;13;4;Blocklist1;7;incompatible;large;1;left;left;447
Sizeloc1a;13;4;Blocklist1;8;incompatible;small;1;right;right;426
Sizeloc1a;13;4;Blocklist1;9;incompatible;small;1;right;right;451
Sizeloc1a;13;4;Blocklist1;10;incompatible;small;1;right;right;365
Sizeloc1a;13;4;Blocklist1;11;incompatible;large;1;left;left;443
Sizeloc1a;13;4;Blocklist1;12;incompatible;large;1;left;left;300
Sizeloc1a;13;4;Blocklist1;13;incompatible;small;1;right;right;372
Sizeloc1a;13;4;Blocklist1;14;incompatible;large;1;left;left;496
Sizeloc1a;13;4;Blocklist1;15;incompatible;large;1;left;left;535
Sizeloc1a;13;4;Blocklist1;16;incompatible;small;1;right;right;333
Sizeloc1a;13;4;Blocklist1;17;incompatible;small;1;right;right;596
Sizeloc1a;13;4;Blocklist1;18;incompatible;small;1;right;right;399
Sizeloc1a;13;4;Blocklist1;19;incompatible;small;1;right;right;435
Sizeloc1a;13;4;Blocklist1;20;incompatible;small;1;right;right;373
Sizeloc1a;13;4;Blocklist1;21;incompatible;large;1;left;left;329
Sizeloc1a;13;4;Blocklist1;22;incompatible;small;1;right;right;312
Sizeloc1a;13;4;Blocklist1;23;incompatible;small;1;right;right;334
Sizeloc1a;13;4;Blocklist1;24;incompatible;large;1;left;left;500
Sizeloc1a;13;4;Blocklist1;25;incompatible;large;1;left;left;332
Sizeloc1a;13;4;Blocklist1;26;incompatible;large;1;left;left;842
Sizeloc1a;13;4;Blocklist1;27;incompatible;large;1;left;left;476
Sizeloc1a;13;4;Blocklist1;28;incompatible;large;1;left;left;517
Sizeloc1a;13;4;Blocklist1;29;incompatible;small;1;right;right;435
Sizeloc1a;13;4;Blocklist1;30;incompatible;small;1;right;right;407
Sizeloc1a;13;4;Blocklist1;31;incompatible;large;1;left;left;393
Sizeloc1a;13;4;Blocklist1;32;incompatible;large;1;left;left;372
Sizeloc1a;13;4;Blocklist1;33;incompatible;large;1;left;left;361
Sizeloc1a;13;4;Blocklist1;34;incompatible;large;1;left;left;326
Sizeloc1a;13;4;Blocklist1;35;incompatible;small;1;right;right;637
Sizeloc1a;13;4;Blocklist1;36;incompatible;large;1;left;left;406
Sizeloc1a;13;4;Blocklist1;37;incompatible;small;1;right;right;369
Sizeloc1a;13;4;Blocklist1;38;incompatible;large;1;left;left;351
Sizeloc1a;13;4;Blocklist1;39;incompatible;large;0;left;right;748
Sizeloc1a;13;4;Blocklist1;40;incompatible;small;1;right;right;1026
Sizeloc1a;13;4;Blocklist1;41;incompatible;small;1;right;right;564
Sizeloc1a;13;4;Blocklist1;42;incompatible;small;1;right;right;673
Sizeloc1a;13;4;Blocklist1;43;incompatible;small;1;right;right;441
Sizeloc1a;13;4;Blocklist1;44;incompatible;large;1;left;left;604
Sizeloc1a;13;4;Blocklist1;45;incompatible;small;1;right;right;647
Sizeloc1a;13;4;Blocklist1;46;incompatible;large;1;left;left;674
Sizeloc1a;13;4;Blocklist1;47;incompatible;large;1;left;left;369
Sizeloc1a;13;4;Blocklist1;48;incompatible;large;1;left;left;423
Sizeloc1a;13;4;Blocklist1;49;incompatible;large;1;left;left;400
Sizeloc1a;13;4;Blocklist1;50;incompatible;small;1;right;right;413
Sizeloc1a;13;4;Blocklist1;51;incompatible;small;1;right;right;576
Sizeloc1a;13;4;Blocklist1;52;incompatible;small;1;right;right;411
Sizeloc1a;13;4;Blocklist1;53;incompatible;large;1;left;left;455
Sizeloc1a;13;4;Blocklist1;54;incompatible;large;0;left;right;759
Sizeloc1a;13;4;Blocklist1;55;incompatible;large;1;left;left;732
Sizeloc1a;13;4;Blocklist1;56;incompatible;small;1;right;right;1883
Sizeloc1a;13;4;Blocklist1;57;incompatible;large;1;left;left;1284
Sizeloc1a;13;4;Blocklist1;58;incompatible;small;1;right;right;483
Sizeloc1a;13;4;Blocklist1;59;incompatible;small;1;right;right;420
Sizeloc1a;13;4;Blocklist1;60;incompatible;small;1;right;right;398
Sizeloc1b;14;1;Blocklist1;1;incompatible;large;1;left;left;418
Sizeloc1b;14;1;Blocklist1;2;incompatible;small;1;right;right;540
Sizeloc1b;14;1;Blocklist1;3;incompatible;large;1;left;left;346
Sizeloc1b;14;1;Blocklist1;4;incompatible;large;1;left;left;344
Sizeloc1b;14;1;Blocklist1;5;incompatible;large;1;left;left;365
Sizeloc1b;14;1;Blocklist1;6;incompatible;small;1;right;right;378
Sizeloc1b;14;1;Blocklist1;7;incompatible;small;1;right;right;383
Sizeloc1b;14;1;Blocklist1;8;incompatible;large;1;left;left;307
Sizeloc1b;14;1;Blocklist1;9;incompatible;small;1;right;right;434
Sizeloc1b;14;1;Blocklist1;10;incompatible;small;1;right;right;619
Sizeloc1b;14;2;Blocklist1;1;incompatible;small;1;right;right;470
Sizeloc1b;14;2;Blocklist1;2;incompatible;small;1;right;right;462
Sizeloc1b;14;2;Blocklist1;3;incompatible;small;1;right;right;463
Sizeloc1b;14;2;Blocklist1;4;incompatible;large;1;left;left;328
Sizeloc1b;14;2;Blocklist1;5;incompatible;large;1;left;left;334
Sizeloc1b;14;2;Blocklist1;6;incompatible;large;1;left;left;340
Sizeloc1b;14;2;Blocklist1;7;incompatible;small;1;right;right;273
Sizeloc1b;14;2;Blocklist1;8;incompatible;small;1;right;right;386
Sizeloc1b;14;2;Blocklist1;9;incompatible;small;1;right;right;334
Sizeloc1b;14;2;Blocklist1;10;incompatible;small;1;right;right;372
Sizeloc1b;14;2;Blocklist1;11;incompatible;small;1;right;right;368
Sizeloc1b;14;2;Blocklist1;12;incompatible;large;1;left;left;357
Sizeloc1b;14;2;Blocklist1;13;incompatible;small;1;right;right;314
Sizeloc1b;14;2;Blocklist1;14;incompatible;large;1;left;left;393
Sizeloc1b;14;2;Blocklist1;15;incompatible;large;1;left;left;437
Sizeloc1b;14;2;Blocklist1;16;incompatible;small;1;right;right;399
Sizeloc1b;14;2;Blocklist1;17;incompatible;small;1;right;right;443
Sizeloc1b;14;2;Blocklist1;18;incompatible;small;1;right;right;317
Sizeloc1b;14;2;Blocklist1;19;incompatible;large;1;left;left;395
Sizeloc1b;14;2;Blocklist1;20;incompatible;large;1;left;left;399
Sizeloc1b;14;2;Blocklist1;21;incompatible;small;1;right;right;331
Sizeloc1b;14;2;Blocklist1;22;incompatible;small;1;right;right;409
Sizeloc1b;14;2;Blocklist1;23;incompatible;large;1;left;left;396
Sizeloc1b;14;2;Blocklist1;24;incompatible;small;1;right;right;408
Sizeloc1b;14;2;Blocklist1;25;incompatible;large;1;left;left;363
Sizeloc1b;14;2;Blocklist1;26;incompatible;large;1;left;left;336
Sizeloc1b;14;2;Blocklist1;27;incompatible;small;1;right;right;390
Sizeloc1b;14;2;Blocklist1;28;incompatible;small;1;right;right;313
Sizeloc1b;14;2;Blocklist1;29;incompatible;small;1;right;right;352
Sizeloc1b;14;2;Blocklist1;30;incompatible;large;1;left;left;358
Sizeloc1b;14;2;Blocklist1;31;incompatible;large;1;left;left;419
Sizeloc1b;14;2;Blocklist1;32;incompatible;large;1;left;left;358
Sizeloc1b;14;2;Blocklist1;33;incompatible;small;1;right;right;347
Sizeloc1b;14;2;Blocklist1;34;incompatible;small;1;right;right;408
Sizeloc1b;14;2;Blocklist1;35;incompatible;small;1;right;right;451
Sizeloc1b;14;2;Blocklist1;36;incompatible;small;1;right;right;373
Sizeloc1b;14;2;Blocklist1;37;incompatible;large;1;left;left;305
Sizeloc1b;14;2;Blocklist1;38;incompatible;small;1;right;right;272
Sizeloc1b;14;2;Blocklist1;39;incompatible;small;1;right;right;361
Sizeloc1b;14;2;Blocklist1;40;incompatible;large;1;left;left;374
Sizeloc1b;14;2;Blocklist1;41;incompatible;large;1;left;left;402
Sizeloc1b;14;2;Blocklist1;42;incompatible;small;1;right;right;421
Sizeloc1b;14;2;Blocklist1;43;incompatible;small;1;right;right;368
Sizeloc1b;14;2;Blocklist1;44;incompatible;large;1;left;left;421
Sizeloc1b;14;2;Blocklist1;45;incompatible;small;1;right;right;320
Sizeloc1b;14;2;Blocklist1;46;incompatible;small;1;right;right;391
Sizeloc1b;14;2;Blocklist1;47;incompatible;large;1;left;left;411
Sizeloc1b;14;2;Blocklist1;48;incompatible;large;1;left;left;422
Sizeloc1b;14;2;Blocklist1;49;incompatible;large;1;left;left;392
Sizeloc1b;14;2;Blocklist1;50;incompatible;large;1;left;left;412
Sizeloc1b;14;2;Blocklist1;51;incompatible;large;1;left;left;383
Sizeloc1b;14;2;Blocklist1;52;incompatible;large;1;left;left;379
Sizeloc1b;14;2;Blocklist1;53;incompatible;large;1;left;left;319
Sizeloc1b;14;2;Blocklist1;54;incompatible;large;1;left;left;334
Sizeloc1b;14;2;Blocklist1;55;incompatible;large;1;left;left;349
Sizeloc1b;14;2;Blocklist1;56;incompatible;large;1;left;left;362
Sizeloc1b;14;2;Blocklist1;57;incompatible;large;1;left;left;327
Sizeloc1b;14;2;Blocklist1;58;incompatible;small;1;right;right;373
Sizeloc1b;14;2;Blocklist1;59;incompatible;small;1;right;right;458
Sizeloc1b;14;2;Blocklist1;60;incompatible;large;1;left;left;403
Sizeloc1b;14;3;Blocklist1;1;compatible;large;1;right;right;492
Sizeloc1b;14;3;Blocklist1;2;compatible;large;1;right;right;372
Sizeloc1b;14;3;Blocklist1;3;compatible;small;1;left;left;368
Sizeloc1b;14;3;Blocklist1;4;compatible;small;1;left;left;405
Sizeloc1b;14;3;Blocklist1;5;compatible;small;1;left;left;344
Sizeloc1b;14;3;Blocklist1;6;compatible;large;1;right;right;366
Sizeloc1b;14;3;Blocklist1;7;compatible;small;1;left;left;363
Sizeloc1b;14;3;Blocklist1;8;compatible;large;1;right;right;384
Sizeloc1b;14;3;Blocklist1;9;compatible;large;1;right;right;332
Sizeloc1b;14;3;Blocklist1;10;compatible;small;1;left;left;426
Sizeloc1b;14;3;Blocklist1;11;compatible;large;1;right;right;493
Sizeloc1b;14;3;Blocklist1;12;compatible;small;1;left;left;380
Sizeloc1b;14;3;Blocklist1;13;compatible;small;1;left;left;345
Sizeloc1b;14;3;Blocklist1;14;compatible;small;1;left;left;302
Sizeloc1b;14;3;Blocklist1;15;compatible;large;1;right;right;430
Sizeloc1b;14;3;Blocklist1;16;compatible;small;1;left;left;344
Sizeloc1b;14;3;Blocklist1;17;compatible;small;1;left;left;342
Sizeloc1b;14;3;Blocklist1;18;compatible;large;1;right;right;347
Sizeloc1b;14;3;Blocklist1;19;compatible;large;1;right;right;369
Sizeloc1b;14;3;Blocklist1;20;compatible;large;1;right;right;446
Sizeloc1b;14;4;Blocklist1;1;compatible;small;1;left;left;545
Sizeloc1b;14;4;Blocklist1;2;compatible;large;1;right;right;318
Sizeloc1b;14;4;Blocklist1;3;compatible;large;1;right;right;293
Sizeloc1b;14;4;Blocklist1;4;compatible;large;1;right;right;333
Sizeloc1b;14;4;Blocklist1;5;compatible;small;1;left;left;411
Sizeloc1b;14;4;Blocklist1;6;compatible;large;1;right;right;342
Sizeloc1b;14;4;Blocklist1;7;compatible;small;1;left;left;332
Sizeloc1b;14;4;Blocklist1;8;compatible;large;1;right;right;314
Sizeloc1b;14;4;Blocklist1;9;compatible;large;1;right;right;401
Sizeloc1b;14;4;Blocklist1;10;compatible;small;1;left;left;477
Sizeloc1b;14;4;Blocklist1;11;compatible;large;1;right;right;325
Sizeloc1b;14;4;Blocklist1;12;compatible;small;1;left;left;395
Sizeloc1b;14;4;Blocklist1;13;compatible;large;1;right;right;367
Sizeloc1b;14;4;Blocklist1;14;compatible;small;1;left;left;436
Sizeloc1b;14;4;Blocklist1;15;compatible;large;1;right;right;350
Sizeloc1b;14;4;Blocklist1;16;compatible;large;1;right;right;388
Sizeloc1b;14;4;Blocklist1;17;compatible;small;1;left;left;344
Sizeloc1b;14;4;Blocklist1;18;compatible;large;1;right;right;318
Sizeloc1b;14;4;Blocklist1;19;compatible;small;0;left;right;421
Sizeloc1b;14;4;Blocklist1;20;compatible;large;1;right;right;447
Sizeloc1b;14;4;Blocklist1;21;compatible;large;1;right;right;457
Sizeloc1b;14;4;Blocklist1;22;compatible;large;1;right;right;378
Sizeloc1b;14;4;Blocklist1;23;compatible;small;1;left;left;654
Sizeloc1b;14;4;Blocklist1;24;compatible;large;1;right;right;456
Sizeloc1b;14;4;Blocklist1;25;compatible;small;1;left;left;329
Sizeloc1b;14;4;Blocklist1;26;compatible;small;1;left;left;375
Sizeloc1b;14;4;Blocklist1;27;compatible;large;1;right;right;467
Sizeloc1b;14;4;Blocklist1;28;compatible;small;1;left;left;300
Sizeloc1b;14;4;Blocklist1;29;compatible;large;1;right;right;532
Sizeloc1b;14;4;Blocklist1;30;compatible;large;1;right;right;434
Sizeloc1b;14;4;Blocklist1;31;compatible;small;1;left;left;388
Sizeloc1b;14;4;Blocklist1;32;compatible;small;1;left;left;360
Sizeloc1b;14;4;Blocklist1;33;compatible;large;1;right;right;341
Sizeloc1b;14;4;Blocklist1;34;compatible;small;1;left;left;395
Sizeloc1b;14;4;Blocklist1;35;compatible;large;1;right;right;398
Sizeloc1b;14;4;Blocklist1;36;compatible;small;1;left;left;370
Sizeloc1b;14;4;Blocklist1;37;compatible;small;1;left;left;351
Sizeloc1b;14;4;Blocklist1;38;compatible;small;1;left;left;396
Sizeloc1b;14;4;Blocklist1;39;compatible;small;1;left;left;512
Sizeloc1b;14;4;Blocklist1;40;compatible;large;1;right;right;415
Sizeloc1b;14;4;Blocklist1;41;compatible;small;1;left;left;402
Sizeloc1b;14;4;Blocklist1;42;compatible;small;1;left;left;358
Sizeloc1b;14;4;Blocklist1;43;compatible;large;1;right;right;411
Sizeloc1b;14;4;Blocklist1;44;compatible;large;1;right;right;606
Sizeloc1b;14;4;Blocklist1;45;compatible;small;1;left;left;281
Sizeloc1b;14;4;Blocklist1;46;compatible;small;1;left;left;401
Sizeloc1b;14;4;Blocklist1;47;compatible;small;1;left;left;324
Sizeloc1b;14;4;Blocklist1;48;compatible;small;1;left;left;339
Sizeloc1b;14;4;Blocklist1;49;compatible;large;1;right;right;376
Sizeloc1b;14;4;Blocklist1;50;compatible;small;1;left;left;421
Sizeloc1b;14;4;Blocklist1;51;compatible;small;1;left;left;416
Sizeloc1b;14;4;Blocklist1;52;compatible;large;1;right;right;323
Sizeloc1b;14;4;Blocklist1;53;compatible;large;1;right;right;417
Sizeloc1b;14;4;Blocklist1;54;compatible;small;1;left;left;340
Sizeloc1b;14;4;Blocklist1;55;compatible;small;1;left;left;353
Sizeloc1b;14;4;Blocklist1;56;compatible;small;1;left;left;367
Sizeloc1b;14;4;Blocklist1;57;compatible;large;1;right;right;340
Sizeloc1b;14;4;Blocklist1;58;compatible;large;1;right;right;474
Sizeloc1b;14;4;Blocklist1;59;compatible;large;1;right;right;410
Sizeloc1b;14;4;Blocklist1;60;compatible;large;1;right;right;285
Sizeloc1a;15;1;Blocklist1;1;compatible;large;0;right;none;881
Sizeloc1a;15;1;Blocklist1;2;compatible;large;1;right;right;369
Sizeloc1a;15;1;Blocklist1;3;compatible;small;1;left;left;796
Sizeloc1a;15;1;Blocklist1;4;compatible;small;0;left;right;704
Sizeloc1a;15;1;Blocklist1;5;compatible;small;1;left;left;822
Sizeloc1a;15;1;Blocklist1;6;compatible;small;1;left;left;568
Sizeloc1a;15;1;Blocklist1;7;compatible;large;1;right;right;749
Sizeloc1a;15;1;Blocklist1;8;compatible;large;0;right;0;0
Sizeloc1a;15;1;Blocklist1;9;compatible;large;1;right;right;365
Sizeloc1a;15;1;Blocklist1;10;compatible;small;1;left;left;289
Sizeloc1a;15;2;Blocklist1;1;compatible;small;1;left;left;394
Sizeloc1a;15;2;Blocklist1;2;compatible;large;1;right;right;294
Sizeloc1a;15;2;Blocklist1;3;compatible;small;1;left;left;260
Sizeloc1a;15;2;Blocklist1;4;compatible;small;1;left;left;269
Sizeloc1a;15;2;Blocklist1;5;compatible;small;1;left;left;221
Sizeloc1a;15;2;Blocklist1;6;compatible;large;1;right;right;334
Sizeloc1a;15;2;Blocklist1;7;compatible;large;1;right;right;332
Sizeloc1a;15;2;Blocklist1;8;compatible;small;1;left;left;409
Sizeloc1a;15;2;Blocklist1;9;compatible;large;1;right;right;379
Sizeloc1a;15;2;Blocklist1;10;compatible;small;1;left;left;447
Sizeloc1a;15;2;Blocklist1;11;compatible;small;1;left;left;320
Sizeloc1a;15;2;Blocklist1;12;compatible;small;1;left;left;254
Sizeloc1a;15;2;Blocklist1;13;compatible;large;1;right;right;222
Sizeloc1a;15;2;Blocklist1;14;compatible;small;1;left;left;417
Sizeloc1a;15;2;Blocklist1;15;compatible;large;1;right;right;258
Sizeloc1a;15;2;Blocklist1;16;compatible;small;1;left;left;211
Sizeloc1a;15;2;Blocklist1;17;compatible;small;1;left;left;381
Sizeloc1a;15;2;Blocklist1;18;compatible;large;1;right;right;208
Sizeloc1a;15;2;Blocklist1;19;compatible;large;0;right;left;179
Sizeloc1a;15;2;Blocklist1;20;compatible;large;1;right;right;310
Sizeloc1a;15;2;Blocklist1;21;compatible;small;1;left;left;421
Sizeloc1a;15;2;Blocklist1;22;compatible;large;1;right;right;224
Sizeloc1a;15;2;Blocklist1;23;compatible;small;1;left;left;386
Sizeloc1a;15;2;Blocklist1;24;compatible;small;0;left;right;237
Sizeloc1a;15;2;Blocklist1;25;compatible;large;1;right;right;351
Sizeloc1a;15;2;Blocklist1;26;compatible;small;1;left;left;212
Sizeloc1a;15;2;Blocklist1;27;compatible;large;1;right;right;375
Sizeloc1a;15;2;Blocklist1;28;compatible;small;1;left;left;275
Sizeloc1a;15;2;Blocklist1;29;compatible;small;1;left;left;315
Sizeloc1a;15;2;Blocklist1;30;compatible;small;1;left;left;224
Sizeloc1a;15;2;Blocklist1;31;compatible;large;1;right;right;338
Sizeloc1a;15;2;Blocklist1;32;compatible;large;1;right;right;334
Sizeloc1a;15;2;Blocklist1;33;compatible;small;1;left;left;355
Sizeloc1a;15;2;Blocklist1;34;compatible;small;1;left;left;328
Sizeloc1a;15;2;Blocklist1;35;compatible;large;1;right;right;286
Sizeloc1a;15;2;Blocklist1;36;compatible;large;1;right;right;287
Sizeloc1a;15;2;Blocklist1;37;compatible;large;1;right;right;334
Sizeloc1a;15;2;Blocklist1;38;compatible;small;1;left;left;364
Sizeloc1a;15;2;Blocklist1;39;compatible;large;1;right;right;248
Sizeloc1a;15;2;Blocklist1;40;compatible;small;1;left;left;345
Sizeloc1a;15;2;Blocklist1;41;compatible;small;1;left;left;294
Sizeloc1a;15;2;Blocklist1;42;compatible;large;1;right;right;260
Sizeloc1a;15;2;Blocklist1;43;compatible;small;0;left;right;277
Sizeloc1a;15;2;Blocklist1;44;compatible;large;1;right;right;325
Sizeloc1a;15;2;Blocklist1;45;compatible;large;1;right;right;340
Sizeloc1a;15;2;Blocklist1;46;compatible;small;1;left;left;297
Sizeloc1a;15;2;Blocklist1;47;compatible;large;1;right;right;257
Sizeloc1a;15;2;Blocklist1;48;compatible;small;1;left;left;186
Sizeloc1a;15;2;Blocklist1;49;compatible;large;1;right;right;309
Sizeloc1a;15;2;Blocklist1;50;compatible;large;1;right;right;300
Sizeloc1a;15;2;Blocklist1;51;compatible;large;1;right;right;275
Sizeloc1a;15;2;Blocklist1;52;compatible;small;1;left;left;380
Sizeloc1a;15;2;Blocklist1;53;compatible;small;1;left;left;376
Sizeloc1a;15;2;Blocklist1;54;compatible;large;1;right;right;300
Sizeloc1a;15;2;Blocklist1;55;compatible;large;1;right;right;300
Sizeloc1a;15;2;Blocklist1;56;compatible;small;1;left;left;331
Sizeloc1a;15;2;Blocklist1;57;compatible;large;1;right;right;298
Sizeloc1a;15;2;Blocklist1;58;compatible;large;1;right;right;345
Sizeloc1a;15;2;Blocklist1;59;compatible;large;0;right;left;191
Sizeloc1a;15;2;Blocklist1;60;compatible;small;1;left;left;330
Sizeloc1a;15;3;Blocklist1;1;incompatible;large;1;left;left;257
Sizeloc1a;15;3;Blocklist1;2;incompatible;small;1;right;right;370
Sizeloc1a;15;3;Blocklist1;3;incompatible;large;1;left;left;295
Sizeloc1a;15;3;Blocklist1;4;incompatible;large;1;left;left;383
Sizeloc1a;15;3;Blocklist1;5;incompatible;large;1;left;left;283
Sizeloc1a;15;3;Blocklist1;6;incompatible;small;1;right;right;347
Sizeloc1a;15;3;Blocklist1;7;incompatible;small;1;right;right;465
Sizeloc1a;15;3;Blocklist1;8;incompatible;large;1;left;left;314
Sizeloc1a;15;3;Blocklist1;9;incompatible;small;0;right;left;417
Sizeloc1a;15;3;Blocklist1;10;incompatible;large;1;left;left;252
Sizeloc1a;15;3;Blocklist1;11;incompatible;large;0;left;right;294
Sizeloc1a;15;3;Blocklist1;12;incompatible;large;1;left;left;229
Sizeloc1a;15;3;Blocklist1;13;incompatible;small;1;right;right;399
Sizeloc1a;15;3;Blocklist1;14;incompatible;small;1;right;right;411
Sizeloc1a;15;3;Blocklist1;15;incompatible;small;1;right;right;374
Sizeloc1a;15;3;Blocklist1;16;incompatible;small;1;right;right;314
Sizeloc1a;15;3;Blocklist1;17;incompatible;small;1;right;right;329
Sizeloc1a;15;3;Blocklist1;18;incompatible;large;1;left;left;319
Sizeloc1a;15;3;Blocklist1;19;incompatible;small;1;right;right;310
Sizeloc1a;15;3;Blocklist1;20;incompatible;large;1;left;left;277
Sizeloc1a;15;4;Blocklist1;1;incompatible;small;1;right;right;380
Sizeloc1a;15;4;Blocklist1;2;incompatible;small;1;right;right;544
Sizeloc1a;15;4;Blocklist1;3;incompatible;large;1;left;left;246
Sizeloc1a;15;4;Blocklist1;4;incompatible;small;1;right;right;304
Sizeloc1a;15;4;Blocklist1;5;incompatible;large;1;left;left;319
Sizeloc1a;15;4;Blocklist1;6;incompatible;small;1;right;right;398
Sizeloc1a;15;4;Blocklist1;7;incompatible;large;1;left;left;313
Sizeloc1a;15;4;Blocklist1;8;incompatible;small;1;right;right;280
Sizeloc1a;15;4;Blocklist1;9;incompatible;large;0;left;right;264
Sizeloc1a;15;4;Blocklist1;10;incompatible;small;1;right;right;249
Sizeloc1a;15;4;Blocklist1;11;incompatible;large;1;left;left;195
Sizeloc1a;15;4;Blocklist1;12;incompatible;large;1;left;left;270
Sizeloc1a;15;4;Blocklist1;13;incompatible;large;1;left;left;319
Sizeloc1a;15;4;Blocklist1;14;incompatible;large;1;left;left;270
Sizeloc1a;15;4;Blocklist1;15;incompatible;small;1;right;right;343
Sizeloc1a;15;4;Blocklist1;16;incompatible;large;1;left;left;325
Sizeloc1a;15;4;Blocklist1;17;incompatible;small;1;right;right;275
Sizeloc1a;15;4;Blocklist1;18;incompatible;large;1;left;left;259
Sizeloc1a;15;4;Blocklist1;19;incompatible;small;1;right;right;332
Sizeloc1a;15;4;Blocklist1;20;incompatible;large;1;left;left;395
Sizeloc1a;15;4;Blocklist1;21;incompatible;large;1;left;left;446
Sizeloc1a;15;4;Blocklist1;22;incompatible;large;1;left;left;256
Sizeloc1a;15;4;Blocklist1;23;incompatible;large;1;left;left;265
Sizeloc1a;15;4;Blocklist1;24;incompatible;small;1;right;right;266
Sizeloc1a;15;4;Blocklist1;25;incompatible;large;1;left;left;299
Sizeloc1a;15;4;Blocklist1;26;incompatible;large;1;left;left;330
Sizeloc1a;15;4;Blocklist1;27;incompatible;small;1;right;right;417
Sizeloc1a;15;4;Blocklist1;28;incompatible;large;1;left;left;251
Sizeloc1a;15;4;Blocklist1;29;incompatible;small;1;right;right;245
Sizeloc1a;15;4;Blocklist1;30;incompatible;small;0;right;left;207
Sizeloc1a;15;4;Blocklist1;31;incompatible;large;1;left;left;369
Sizeloc1a;15;4;Blocklist1;32;incompatible;large;1;left;left;413
Sizeloc1a;15;4;Blocklist1;33;incompatible;small;1;right;right;256
Sizeloc1a;15;4;Blocklist1;34;incompatible;large;1;left;left;177
Sizeloc1a;15;4;Blocklist1;35;incompatible;large;1;left;left;245
Sizeloc1a;15;4;Blocklist1;36;incompatible;small;0;right;left;239
Sizeloc1a;15;4;Blocklist1;37;incompatible;small;1;right;right;368
Sizeloc1a;15;4;Blocklist1;38;incompatible;large;1;left;left;285
Sizeloc1a;15;4;Blocklist1;39;incompatible;small;1;right;right;325
