Experiment;Participant;Block;Triallist;Trial;Mapping;Stimulus;Accuracy;Correct_Key;Actual_Key;RT
Sizeloc1a;5;4;Blocklist1;45;incompatible;large;1;left;left;392
Sizeloc1a;5;4;Blocklist1;46;incompatible;small;1;right;right;452
Sizeloc1a;5;4;Blocklist1;47;incompatible;large;1;left;left;557
Sizeloc1a;5;4;Blocklist1;48;incompatible;large;1;left;left;474
Sizeloc1a;5;4;Blocklist1;49;incompatible;small;1;right;right;466
Sizeloc1a;5;4;Blocklist1;50;incompatible;small;1;right;right;355
Sizeloc1a;5;4;Blocklist1;51;incompatible;large;1;left;left;416
Sizeloc1a;5;4;Blocklist1;52;incompatible;small;1;right;right;387
Sizeloc1a;5;4;Blocklist1;53;incompatible;large;1;left;left;399
Sizeloc1a;5;4;Blocklist1;54;incompatible;small;1;right;right;435
Sizeloc1a;5;4;Blocklist1;55;incompatible;large;1;left;left;365
Sizeloc1a;5;4;Blocklist1;56;incompatible;large;1;left;left;426
Sizeloc1a;5;4;Blocklist1;57;incompatible;small;1;right;right;493
Sizeloc1a;5;4;Blocklist1;58;incompatible;large;1;left;left;356
Sizeloc1a;5;4;Blocklist1;59;incompatible;small;1;right;right;409
Sizeloc1a;5;4;Blocklist1;60;incompatible;large;1;left;left;356
Sizeloc1b;6;1;Blocklist1;1;incompatible;small;0;right;left;748
Sizeloc1b;6;1;Blocklist1;2;incompatible;large;0;left;right;801
Sizeloc1b;6;1;Blocklist1;3;incompatible;large;1;left;left;515
Sizeloc1b;6;1;Blocklist1;4;incompatible;small;1;right;right;513
Sizeloc1b;6;1;Blocklist1;5;incompatible;small;1;right;right;423
Sizeloc1b;6;1;Blocklist1;6;incompatible;small;1;right;right;393
Sizeloc1b;6;1;Blocklist1;7;incompatible;large;1;left;left;276
Sizeloc1b;6;1;Blocklist1;8;incompatible;large;1;left;left;259
Sizeloc1b;6;1;Blocklist1;9;incompatible;small;1;right;right;324
Sizeloc1b;6;1;Blocklist1;10;incompatible;large;1;left;left;258
Sizeloc1b;6;2;Blocklist1;1;incompatible;large;1;left;left;276
Sizeloc1b;6;2;Blocklist1;2;incompatible;small;1;right;right;389
Sizeloc1b;6;2;Blocklist1;3;incompatible;large;1;left;left;271
Sizeloc1b;6;2;Blocklist1;4;incompatible;large;1;left;left;239
Sizeloc1b;6;2;Blocklist1;5;incompatible;large;1;left;left;352
Sizeloc1b;6;2;Blocklist1;6;incompatible;large;1;left;left;292
Sizeloc1b;6;2;Blocklist1;7;incompatible;large;1;left;left;323
Sizeloc1b;6;2;Blocklist1;8;incompatible;large;1;left;left;321
Sizeloc1b;6;2;Blocklist1;9;incompatible;large;1;left;left;255
Sizeloc1b;6;2;Blocklist1;10;incompatible;large;1;left;left;488
Sizeloc1b;6;2;Blocklist1;11;incompatible;large;1;left;left;328
Sizeloc1b;6;2;Blocklist1;12;incompatible;large;1;left;left;262
Sizeloc1b;6;2;Blocklist1;13;incompatible;small;1;right;right;383
Sizeloc1b;6;2;Blocklist1;14;incompatible;small;1;right;right;403
Sizeloc1b;6;2;Blocklist1;15;incompatible;large;1;left;left;286
Sizeloc1b;6;2;Blocklist1;16;incompatible;small;1;right;right;502
Sizeloc1b;6;2;Blocklist1;17;incompatible;small;0;right;left;277
Sizeloc1b;6;2;Blocklist1;18;incompatible;large;1;left;left;373
Sizeloc1b;6;2;Blocklist1;19;incompatible;small;1;right;right;305
Sizeloc1b;6;2;Blocklist1;20;incompatible;large;1;left;left;352
Sizeloc1b;6;2;Blocklist1;21;incompatible;small;1;right;right;270
Sizeloc1b;6;2;Blocklist1;22;incompatible;small;1;right;right;303
Sizeloc1b;6;2;Blocklist1;23;incompatible;small;1;right;right;334
Sizeloc1b;6;2;Blocklist1;24;incompatible;large;1;left;left;269
Sizeloc1b;6;2;Blocklist1;25;incompatible;small;1;right;right;302
Sizeloc1b;6;2;Blocklist1;26;incompatible;small;1;right;right;293
Sizeloc1b;6;2;Blocklist1;27;incompatible;large;1;left;left;253
Sizeloc1b;6;2;Blocklist1;28;incompatible;small;1;right;right;302
Sizeloc1b;6;2;Blocklist1;29;incompatible;small;1;right;right;390
Sizeloc1b;6;2;Blocklist1;30;incompatible;large;1;left;left;330
Sizeloc1b;6;2;Blocklist1;31;incompatible;large;0;left;right;264
Sizeloc1b;6;2;Blocklist1;32;incompatible;large;1;left;left;393
Sizeloc1b;6;2;Blocklist1;33;incompatible;small;1;right;right;324
Sizeloc1b;6;2;Blocklist1;34;incompatible;small;1;right;right;459
Sizeloc1b;6;2;Blocklist1;35;incompatible;large;1;left;left;252
Sizeloc1b;6;2;Blocklist1;36;incompatible;large;1;left;left;373
Sizeloc1b;6;2;Blocklist1;37;incompatible;large;1;left;left;378
Sizeloc1b;6;2;Blocklist1;38;incompatible;small;1;right;right;422
Sizeloc1b;6;2;Blocklist1;39;incompatible;large;1;left;left;288
Sizeloc1b;6;2;Blocklist1;40;incompatible;large;1;left;left;328
Sizeloc1b;6;2;Blocklist1;41;incompatible;large;1;left;left;294
Sizeloc1b;6;2;Blocklist1;42;incompatible;small;1;right;right;326
Sizeloc1b;6;2;Blocklist1;43;incompatible;small;1;right;right;364
Sizeloc1b;6;2;Blocklist1;44;incompatible;small;1;right;right;289
Sizeloc1b;6;2;Blocklist1;45;incompatible;small;1;right;right;328
Sizeloc1b;6;2;Blocklist1;46;incompatible;large;1;left;left;287
Sizeloc1b;6;2;Blocklist1;47;incompatible;small;1;right;right;383
Sizeloc1b;6;2;Blocklist1;48;incompatible;small;1;right;right;395
Sizeloc1b;6;2;Blocklist1;49;incompatible;large;1;left;left;231
Sizeloc1b;6;2;Blocklist1;50;incompatible;small;1;right;right;321
Sizeloc1b;6;2;Blocklist1;51;incompatible;large;1;left;left;279
Sizeloc1b;6;2;Blocklist1;52;incompatible;small;1;right;right;312
Sizeloc1b;6;2;Blocklist1;53;incompatible;small;1;right;right;351
Sizeloc1b;6;2;Blocklist1;54;incompatible;small;1;right;right;356
Sizeloc1b;6;2;Blocklist1;55;incompatible;small;1;right;right;257
Sizeloc1b;6;2;Blocklist1;56;incompatible;small;1;right;right;402
Sizeloc1b;6;2;Blocklist1;57;incompatible;small;1;right;right;493
Sizeloc1b;6;2;Blocklist1;58;incompatible;small;1;right;right;341
Sizeloc1b;6;2;Blocklist1;59;incompatible;large;1;left;left;402
Sizeloc1b;6;2;Blocklist1;60;incompatible;large;1;left;left;358
Sizeloc1b;6;3;Blocklist1;1;compatible;large;1;right;right;305
Sizeloc1b;6;3;Blocklist1;2;compatible;small;1;left;left;264
Sizeloc1b;6;3;Blocklist1;3;compatible;large;1;right;right;233
Sizeloc1b;6;3;Blocklist1;4;compatible;small;1;left;left;243
Sizeloc1b;6;3;Blocklist1;5;compatible;small;1;left;left;317
Sizeloc1b;6;3;Blocklist1;6;compatible;small;1;left;left;316
Sizeloc1b;6;3;Blocklist1;7;compatible;large;1;right;right;227
Sizeloc1b;6;3;Blocklist1;8;compatible;large;1;right;right;325
Sizeloc1b;6;3;Blocklist1;9;compatible;small;1;left;left;451
Sizeloc1b;6;3;Blocklist1;10;compatible;large;1;right;right;229
Sizeloc1b;6;3;Blocklist1;11;compatible;small;1;left;left;311
Sizeloc1b;6;3;Blocklist1;12;compatible;small;1;left;left;342
Sizeloc1b;6;3;Blocklist1;13;compatible;small;1;left;left;324
Sizeloc1b;6;3;Blocklist1;14;compatible;large;1;right;right;282
Sizeloc1b;6;3;Blocklist1;15;compatible;small;1;left;left;402
Sizeloc1b;6;3;Blocklist1;16;compatible;large;1;right;right;269
Sizeloc1b;6;3;Blocklist1;17;compatible;large;1;right;right;350
Sizeloc1b;6;3;Blocklist1;18;compatible;small;1;left;left;468
Sizeloc1b;6;3;Blocklist1;19;compatible;large;1;right;right;301
Sizeloc1b;6;3;Blocklist1;20;compatible;large;1;right;right;340
Sizeloc1b;6;4;Blocklist1;1;compatible;small;1;left;left;282
Sizeloc1b;6;4;Blocklist1;2;compatible;small;1;left;left;290
Sizeloc1b;6;4;Blocklist1;3;compatible;large;1;right;right;322
Sizeloc1b;6;4;Blocklist1;4;compatible;large;1;right;right;240
Sizeloc1b;6;4;Blocklist1;5;compatible;large;1;right;right;266
Sizeloc1b;6;4;Blocklist1;6;compatible;small;1;left;left;307
Sizeloc1b;6;4;Blocklist1;7;compatible;small;1;left;left;322
Sizeloc1b;6;4;Blocklist1;8;compatible;small;1;left;left;328
Sizeloc1b;6;4;Blocklist1;9;compatible;small;1;left;left;302
Sizeloc1b;6;4;Blocklist1;10;compatible;small;1;left;left;318
Sizeloc1b;6;4;Blocklist1;11;compatible;small;1;left;left;285
Sizeloc1b;6;4;Blocklist1;12;compatible;small;1;left;left;373
Sizeloc1b;6;4;Blocklist1;13;compatible;large;1;right;right;353
Sizeloc1b;6;4;Blocklist1;14;compatible;small;1;left;left;447
Sizeloc1b;6;4;Blocklist1;15;compatible;large;1;right;right;296
Sizeloc1b;6;4;Blocklist1;16;compatible;large;1;right;right;344
Sizeloc1b;6;4;Blocklist1;17;compatible;large;1;right;right;350
Sizeloc1b;6;4;Blocklist1;18;compatible;large;1;right;right;259
Sizeloc1b;6;4;Blocklist1;19;compatible;small;1;left;left;300
Sizeloc1b;6;4;Blocklist1;20;compatible;small;1;left;left;340
Sizeloc1b;6;4;Blocklist1;21;compatible;large;1;right;right;249
Sizeloc1b;6;4;Blocklist1;22;compatible;large;1;right;right;243
Sizeloc1b;6;4;Blocklist1;23;compatible;large;1;right;right;317
Sizeloc1b;6;4;Blocklist1;24;compatible;small;1;left;left;292
Sizeloc1b;6;4;Blocklist1;25;compatible;small;1;left;left;355
Sizeloc1b;6;4;Blocklist1;26;compatible;small;1;left;left;312
Sizeloc1b;6;4;Blocklist1;27;compatible;large;1;right;right;255
Sizeloc1b;6;4;Blocklist1;28;compatible;large;1;right;right;312
Sizeloc1b;6;4;Blocklist1;29;compatible;small;1;left;left;319
Sizeloc1b;6;4;Blocklist1;30;compatible;large;1;right;right;286
Sizeloc1b;6;4;Blocklist1;31;compatible;large;1;right;right;350
Sizeloc1b;6;4;Blocklist1;32;compatible;large;1;right;right;244
Sizeloc1b;6;4;Blocklist1;33;compatible;small;1;left;left;405
Sizeloc1b;6;4;Blocklist1;34;compatible;small;1;left;left;296
Sizeloc1b;6;4;Blocklist1;35;compatible;large;1;right;right;312
Sizeloc1b;6;4;Blocklist1;36;compatible;large;1;right;right;295
Sizeloc1b;6;4;Blocklist1;37;compatible;large;1;right;right;294
Sizeloc1b;6;4;Blocklist1;38;compatible;small;0;left;right;294
Sizeloc1b;6;4;Blocklist1;39;compatible;large;1;right;right;286
Sizeloc1b;6;4;Blocklist1;40;compatible;large;1;right;right;310
Sizeloc1b;6;4;Blocklist1;41;compatible;large;1;right;right;285
Sizeloc1b;6;4;Blocklist1;42;compatible;large;1;right;right;325
Sizeloc1b;6;4;Blocklist1;43;compatible;small;1;left;left;283
Sizeloc1b;6;4;Blocklist1;44;compatible;large;1;right;right;268
Sizeloc1b;6;4;Blocklist1;45;compatible;small;1;left;left;308
Sizeloc1b;6;4;Blocklist1;46;compatible;large;1;right;right;259
Sizeloc1b;6;4;Blocklist1;47;compatible;small;1;left;left;348
Sizeloc1b;6;4;Blocklist1;48;compatible;large;1;right;right;298
Sizeloc1b;6;4;Blocklist1;49;compatible;large;1;right;right;282
Sizeloc1b;6;4;Blocklist1;50;compatible;large;1;right;right;314
Sizeloc1b;6;4;Blocklist1;51;compatible;large;1;right;right;297
Sizeloc1b;6;4;Blocklist1;52;compatible;small;1;left;left;336
Sizeloc1b;6;4;Blocklist1;53;compatible;small;1;left;left;327
Sizeloc1b;6;4;Blocklist1;54;compatible;small;1;left;left;301
Sizeloc1b;6;4;Blocklist1;55;compatible;small;1;left;left;324
Sizeloc1b;6;4;Blocklist1;56;compatible;small;1;left;left;299
Sizeloc1b;6;4;Blocklist1;57;compatible;small;1;left;left;306
Sizeloc1b;6;4;Blocklist1;58;compatible;large;1;right;right;249
Sizeloc1b;6;4;Blocklist1;59;compatible;small;1;left;left;291
Sizeloc1b;6;4;Blocklist1;60;compatible;small;1;left;left;298
Sizeloc1a;7;1;Blocklist1;1;compatible;large;0;right;none;424
Sizeloc1a;7;1;Blocklist1;2;compatible;small;0;left;none;474
Sizeloc1a;7;1;Blocklist1;3;compatible;small;0;left;none;0
Sizeloc1a;7;1;Blocklist1;4;compatible;large;1;right;right;390
Sizeloc1a;7;1;Blocklist1;5;compatible;large;1;right;right;370
Sizeloc1a;7;1;Blocklist1;6;compatible;large;1;right;right;287
Sizeloc1a;7;1;Blocklist1;7;compatible;small;1;left;left;383
Sizeloc1a;7;1;Blocklist1;8;compatible;small;1;left;left;379
Sizeloc1a;7;1;Blocklist1;9;compatible;small;1;left;left;336
Sizeloc1a;7;1;Blocklist1;10;compatible;large;1;right;right;310
Sizeloc1a;7;2;Blocklist1;1;compatible;small;1;left;left;495
Sizeloc1a;7;2;Blocklist1;2;compatible;large;1;right;right;311
Sizeloc1a;7;2;Blocklist1;3;compatible;small;1;left;left;366
Sizeloc1a;7;2;Blocklist1;4;compatible;large;1;right;right;291
Sizeloc1a;7;2;Blocklist1;5;compatible;small;1;left;left;402
Sizeloc1a;7;2;Blocklist1;6;compatible;large;1;right;right;302
Sizeloc1a;7;2;Blocklist1;7;compatible;small;1;left;left;453
Sizeloc1a;7;2;Blocklist1;8;compatible;large;1;right;right;342
Sizeloc1a;7;2;Blocklist1;9;compatible;large;1;right;right;316
Sizeloc1a;7;2;Blocklist1;10;compatible;large;1;right;right;291
Sizeloc1a;7;2;Blocklist1;11;compatible;small;1;left;left;378
Sizeloc1a;7;2;Blocklist1;12;compatible;large;1;right;right;319
Sizeloc1a;7;2;Blocklist1;13;compatible;large;1;right;right;294
Sizeloc1a;7;2;Blocklist1;14;compatible;large;1;right;right;285
Sizeloc1a;7;2;Blocklist1;15;compatible;large;1;right;right;310
Sizeloc1a;7;2;Blocklist1;16;compatible;large;1;right;right;301
Sizeloc1a;7;2;Blocklist1;17;compatible;small;1;left;left;348
Sizeloc1a;7;2;Blocklist1;18;compatible;large;1;right;right;338
Sizeloc1a;7;2;Blocklist1;19;compatible;large;1;right;right;263
Sizeloc1a;7;2;Blocklist1;20;compatible;small;1;left;left;344
Sizeloc1a;7;2;Blocklist1;21;compatible;small;1;left;left;366
Sizeloc1a;7;2;Blocklist1;22;compatible;small;1;left;left;331
Sizeloc1a;7;2;Blocklist1;23;compatible;large;1;right;right;353
Sizeloc1a;7;2;Blocklist1;24;compatible;large;1;right;right;287
Sizeloc1a;7;2;Blocklist1;25;compatible;small;1;left;left;351
Sizeloc1a;7;2;Blocklist1;26;compatible;large;1;right;right;309
Sizeloc1a;7;2;Blocklist1;27;compatible;small;1;left;left;372
Sizeloc1a;7;2;Blocklist1;28;compatible;small;1;left;left;376
Sizeloc1a;7;2;Blocklist1;29;compatible;small;1;left;left;372
Sizeloc1a;7;2;Blocklist1;30;compatible;small;1;left;left;312
Sizeloc1a;7;2;Blocklist1;31;compatible;small;1;left;left;343
Sizeloc1a;7;2;Blocklist1;32;compatible;small;1;left;left;333
Sizeloc1a;7;2;Blocklist1;33;compatible;large;1;right;right;427
Sizeloc1a;7;2;Blocklist1;34;compatible;small;1;left;left;534
Sizeloc1a;7;2;Blocklist1;35;compatible;small;1;left;left;380
Sizeloc1a;7;2;Blocklist1;36;compatible;large;1;right;right;336
Sizeloc1a;7;2;Blocklist1;37;compatible;small;1;left;left;373
Sizeloc1a;7;2;Blocklist1;38;compatible;small;1;left;left;321
Sizeloc1a;7;2;Blocklist1;39;compatible;large;1;right;right;480
Sizeloc1a;7;2;Blocklist1;40;compatible;large;1;right;right;328
Sizeloc1a;7;2;Blocklist1;41;compatible;large;1;right;right;478
Sizeloc1a;7;2;Blocklist1;42;compatible;small;1;left;left;399
Sizeloc1a;7;2;Blocklist1;43;compatible;large;1;right;right;330
Sizeloc1a;7;2;Blocklist1;44;compatible;large;1;right;right;481
Sizeloc1a;7;2;Blocklist1;45;compatible;small;1;left;left;409
Sizeloc1a;7;2;Blocklist1;46;compatible;small;1;left;left;380
Sizeloc1a;7;2;Blocklist1;47;compatible;large;1;right;right;376
Sizeloc1a;7;2;Blocklist1;48;compatible;small;1;left;left;372
Sizeloc1a;7;2;Blocklist1;49;compatible;large;1;right;right;345
Sizeloc1a;7;2;Blocklist1;50;compatible;large;1;right;right;454
Sizeloc1a;7;2;Blocklist1;51;compatible;small;1;left;left;367
Sizeloc1a;7;2;Blocklist1;52;compatible;large;1;right;right;300
Sizeloc1a;7;2;Blocklist1;53;compatible;small;1;left;left;420
Sizeloc1a;7;2;Blocklist1;54;compatible;small;1;left;left;366
Sizeloc1a;7;2;Blocklist1;55;compatible;large;1;right;right;355
Sizeloc1a;7;2;Blocklist1;56;compatible;large;1;right;right;328
Sizeloc1a;7;2;Blocklist1;57;compatible;small;1;left;left;430
Sizeloc1a;7;2;Blocklist1;58;compatible;large;1;right;right;353
Sizeloc1a;7;2;Blocklist1;59;compatible;small;1;left;left;414
Sizeloc1a;7;2;Blocklist1;60;compatible;small;1;left;left;1201
Sizeloc1a;7;3;Blocklist1;1;incompatible;small;1;right;right;505
Sizeloc1a;7;3;Blocklist1;2;incompatible;large;1;left;left;328
Sizeloc1a;7;3;Blocklist1;3;incompatible;small;1;right;right;326
Sizeloc1a;7;3;Blocklist1;4;incompatible;small;1;right;right;356
Sizeloc1a;7;3;Blocklist1;5;incompatible;small;1;right;right;265
Sizeloc1a;7;3;Blocklist1;6;incompatible;large;1;left;left;458
Sizeloc1a;7;3;Blocklist1;7;incompatible;large;1;left;left;267
Sizeloc1a;7;3;Blocklist1;8;incompatible;large;1;left;left;300
Sizeloc1a;7;3;Blocklist1;9;incompatible;large;1;left;left;356
Sizeloc1a;7;3;Blocklist1;10;incompatible;small;1;right;right;320
Sizeloc1a;7;3;Blocklist1;11;incompatible;small;1;right;right;327
Sizeloc1a;7;3;Blocklist1;12;incompatible;small;1;right;right;398
Sizeloc1a;7;3;Blocklist1;13;incompatible;large;1;left;left;385
Sizeloc1a;7;3;Blocklist1;14;incompatible;large;1;left;left;350
Sizeloc1a;7;3;Blocklist1;15;incompatible;small;1;right;right;403
Sizeloc1a;7;3;Blocklist1;16;incompatible;large;1;left;left;415
Sizeloc1a;7;3;Blocklist1;17;incompatible;small;1;right;right;378
Sizeloc1a;7;3;Blocklist1;18;incompatible;large;1;left;left;326
Sizeloc1a;7;3;Blocklist1;19;incompatible;small;1;right;right;308
Sizeloc1a;7;3;Blocklist1;20;incompatible;large;1;left;left;323
Sizeloc1a;7;4;Blocklist1;1;incompatible;large;1;left;left;441
Sizeloc1a;7;4;Blocklist1;2;incompatible;small;1;right;right;411
Sizeloc1a;7;4;Blocklist1;3;incompatible;small;1;right;right;302
Sizeloc1a;7;4;Blocklist1;4;incompatible;large;1;left;left;333
Sizeloc1a;7;4;Blocklist1;5;incompatible;small;1;right;right;500
Sizeloc1a;7;4;Blocklist1;6;incompatible;small;1;right;right;307
Sizeloc1a;7;4;Blocklist1;7;incompatible;small;1;right;right;306
Sizeloc1a;7;4;Blocklist1;8;incompatible;small;1;right;right;321
Sizeloc1a;7;4;Blocklist1;9;incompatible;large;1;left;left;464
Sizeloc1a;7;4;Blocklist1;10;incompatible;small;1;right;right;352
Sizeloc1a;7;4;Blocklist1;11;incompatible;large;1;left;left;398
Sizeloc1a;7;4;Blocklist1;12;incompatible;small;1;right;right;426
Sizeloc1a;7;4;Blocklist1;13;incompatible;small;1;right;right;316
Sizeloc1a;7;4;Blocklist1;14;incompatible;small;1;right;right;467
Sizeloc1a;7;4;Blocklist1;15;incompatible;small;1;right;right;404
Sizeloc1a;7;4;Blocklist1;16;incompatible;small;1;right;right;304
Sizeloc1a;7;4;Blocklist1;17;incompatible;small;1;right;right;375
Sizeloc1a;7;4;Blocklist1;18;incompatible;large;1;left;left;420
Sizeloc1a;7;4;Blocklist1;19;incompatible;small;1;right;right;406
Sizeloc1a;7;4;Blocklist1;20;incompatible;small;1;right;right;305
Sizeloc1a;7;4;Blocklist1;21;incompatible;large;1;left;left;536
Sizeloc1a;7;4;Blocklist1;22;incompatible;small;1;right;right;446
Sizeloc1a;7;4;Blocklist1;23;incompatible;large;1;left;left;296
Sizeloc1a;7;4;Blocklist1;24;incompatible;small;1;right;right;351
Sizeloc1a;7;4;Blocklist1;25;incompatible;small;1;right;right;325
Sizeloc1a;7;4;Blocklist1;26;incompatible;large;1;left;left;283
Sizeloc1a;7;4;Blocklist1;27;incompatible;small;1;right;right;387
Sizeloc1a;7;4;Blocklist1;28;incompatible;large;1;left;left;288
Sizeloc1a;7;4;Blocklist1;29;incompatible;large;1;left;left;343
Sizeloc1a;7;4;Blocklist1;30;incompatible;large;1;left;left;389
Sizeloc1a;7;4;Blocklist1;31;incompatible;small;1;right;right;473
Sizeloc1a;7;4;Blocklist1;32;incompatible;large;1;left;left;369
Sizeloc1a;7;4;Blocklist1;33;incompatible;large;1;left;left;310
Sizeloc1a;7;4;Blocklist1;34;incompatible;small;1;right;right;341
Sizeloc1a;7;4;Blocklist1;35;incompatible;small;1;right;right;330
Sizeloc1a;7;4;Blocklist1;36;incompatible;large;1;left;left;289
Sizeloc1a;7;4;Blocklist1;37;incompatible;large;1;left;left;1208
Sizeloc1a;7;4;Blocklist1;38;incompatible;large;1;left;left;292
Sizeloc1a;7;4;Blocklist1;39;incompatible;large;1;left;left;267
Sizeloc1a;7;4;Blocklist1;40;incompatible;large;1;left;left;292
Sizeloc1a;7;4;Blocklist1;41;incompatible;small;1;right;right;324
Sizeloc1a;7;4;Blocklist1;42;incompatible;small;1;right;right;362
Sizeloc1a;7;4;Blocklist1;43;incompatible;small;1;right;right;335
Sizeloc1a;7;4;Blocklist1;44;incompatible;small;1;right;right;405
Sizeloc1a;7;4;Blocklist1;45;incompatible;large;1;left;left;696
Sizeloc1a;7;4;Blocklist1;46;incompatible;large;1;left;left;264
Sizeloc1a;7;4;Blocklist1;47;incompatible;small;1;right;right;353
Sizeloc1a;7;4;Blocklist1;48;incompatible;large;1;left;left;350
Sizeloc1a;7;4;Blocklist1;49;incompatible;large;1;left;left;436
Sizeloc1a;7;4;Blocklist1;50;incompatible;large;1;left;left;294
Sizeloc1a;7;4;Blocklist1;51;incompatible;large;1;left;left;390
Sizeloc1a;7;4;Blocklist1;52;incompatible;large;1;left;left;314
Sizeloc1a;7;4;Blocklist1;53;incompatible;small;1;right;right;465
Sizeloc1a;7;4;Blocklist1;54;incompatible;small;1;right;right;297
Sizeloc1a;7;4;Blocklist1;55;incompatible;large;1;left;left;449
Sizeloc1a;7;4;Blocklist1;56;incompatible;large;1;left;left;323
Sizeloc1a;7;4;Blocklist1;57;incompatible;large;1;left;left;313
Sizeloc1a;7;4;Blocklist1;58;incompatible;large;1;left;left;328
Sizeloc1a;7;4;Blocklist1;59;incompatible;small;1;right;right;334
Sizeloc1a;7;4;Blocklist1;60;incompatible;large;1;left;left;308
Sizeloc1b;8;1;Blocklist1;1;incompatible;small;0;right;left;545
Sizeloc1b;8;1;Blocklist1;2;incompatible;small;0;right;left;591
Sizeloc1b;8;1;Blocklist1;3;incompatible;large;0;left;right;627
Sizeloc1b;8;1;Blocklist1;4;incompatible;large;0;left;right;517
Sizeloc1b;8;1;Blocklist1;5;incompatible;large;1;left;left;620
Sizeloc1b;8;1;Blocklist1;6;incompatible;small;1;right;right;455
Sizeloc1b;8;1;Blocklist1;7;incompatible;large;1;left;left;624
Sizeloc1b;8;1;Blocklist1;8;incompatible;small;1;right;right;410
Sizeloc1b;8;1;Blocklist1;9;incompatible;small;1;right;right;469
Sizeloc1b;8;1;Blocklist1;10;incompatible;large;1;left;left;398
Sizeloc1b;8;2;Blocklist1;1;incompatible;large;0;left;right;533
Sizeloc1b;8;2;Blocklist1;2;incompatible;large;1;left;left;507
Sizeloc1b;8;2;Blocklist1;3;incompatible;large;1;left;left;442
Sizeloc1b;8;2;Blocklist1;4;incompatible;small;1;right;right;372
Sizeloc1b;8;2;Blocklist1;5;incompatible;small;1;right;right;409
Sizeloc1b;8;2;Blocklist1;6;incompatible;small;1;right;right;372
Sizeloc1b;8;2;Blocklist1;7;incompatible;large;1;left;left;352
Sizeloc1b;8;2;Blocklist1;8;incompatible;small;1;right;right;374
Sizeloc1b;8;2;Blocklist1;9;incompatible;large;1;left;left;274
Sizeloc1b;8;2;Blocklist1;10;incompatible;small;1;right;right;395
Sizeloc1b;8;2;Blocklist1;11;incompatible;small;1;right;right;358
Sizeloc1b;8;2;Blocklist1;12;incompatible;large;1;left;left;331
Sizeloc1b;8;2;Blocklist1;13;incompatible;large;0;left;right;458
Sizeloc1b;8;2;Blocklist1;14;incompatible;small;1;right;right;426
Sizeloc1b;8;2;Blocklist1;15;incompatible;large;1;left;left;397
Sizeloc1b;8;2;Blocklist1;16;incompatible;large;1;left;left;360
Sizeloc1b;8;2;Blocklist1;17;incompatible;large;1;left;left;341
Sizeloc1b;8;2;Blocklist1;18;incompatible;large;1;left;left;507
Sizeloc1b;8;2;Blocklist1;19;incompatible;small;1;right;right;410
Sizeloc1b;8;2;Blocklist1;20;incompatible;small;1;right;right;493
Sizeloc1b;8;2;Blocklist1;21;incompatible;large;1;left;left;381
Sizeloc1b;8;2;Blocklist1;22;incompatible;large;1;left;left;361
Sizeloc1b;8;2;Blocklist1;23;incompatible;small;1;right;right;390
Sizeloc1b;8;2;Blocklist1;24;incompatible;small;1;right;right;402
Sizeloc1b;8;2;Blocklist1;25;incompatible;small;1;right;right;517
Sizeloc1b;8;2;Blocklist1;26;incompatible;large;1;left;left;652
Sizeloc1b;8;2;Blocklist1;27;incompatible;large;1;left;left;286
Sizeloc1b;8;2;Blocklist1;28;incompatible;large;1;left;left;342
Sizeloc1b;8;2;Blocklist1;29;incompatible;small;0;right;left;356
Sizeloc1b;8;2;Blocklist1;30;incompatible;small;1;right;right;425
Sizeloc1b;8;2;Blocklist1;31;incompatible;large;1;left;left;251
Sizeloc1b;8;2;Blocklist1;32;incompatible;small;1;right;right;397
Sizeloc1b;8;2;Blocklist1;33;incompatible;large;1;left;left;368
Sizeloc1b;8;2;Blocklist1;34;incompatible;large;1;left;left;357
Sizeloc1b;8;2;Blocklist1;35;incompatible;small;1;right;right;458
Sizeloc1b;8;2;Blocklist1;36;incompatible;large;1;left;left;323
Sizeloc1b;8;2;Blocklist1;37;incompatible;small;1;right;right;425
Sizeloc1b;8;2;Blocklist1;38;incompatible;large;1;left;left;340
Sizeloc1b;8;2;Blocklist1;39;incompatible;small;1;right;right;529
Sizeloc1b;8;2;Blocklist1;40;incompatible;small;1;right;right;440
Sizeloc1b;8;2;Blocklist1;41;incompatible;small;1;right;right;417
Sizeloc1b;8;2;Blocklist1;42;incompatible;small;1;right;right;484
Sizeloc1b;8;2;Blocklist1;43;incompatible;small;1;right;right;453
Sizeloc1b;8;2;Blocklist1;44;incompatible;small;1;right;right;414
Sizeloc1b;8;2;Blocklist1;45;incompatible;small;1;right;right;385
Sizeloc1b;8;2;Blocklist1;46;incompatible;large;1;left;left;301
Sizeloc1b;8;2;Blocklist1;47;incompatible;large;1;left;left;293
Sizeloc1b;8;2;Blocklist1;48;incompatible;large;1;left;left;349
Sizeloc1b;8;2;Blocklist1;49;incompatible;large;1;left;left;338
Sizeloc1b;8;2;Blocklist1;50;incompatible;large;1;left;left;352
Sizeloc1b;8;2;Blocklist1;51;incompatible;small;1;right;right;446
Sizeloc1b;8;2;Blocklist1;52;incompatible;small;1;right;right;375
Sizeloc1b;8;2;Blocklist1;53;incompatible;large;1;left;left;299
Sizeloc1b;8;2;Blocklist1;54;incompatible;small;1;right;right;499
