"Participant","trial_type","trial_number","key_pressed","Response","correctness","RT","logRT","Mapping","expected","Handedness"
2089,"experimental_trials_incompatible",25,"p","right",1,462,6.13556489108174,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",26,"q","left",1,420,6.04025471127741,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",27,"q","left",1,482,6.1779441140506,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",28,"p","right",1,461,6.13339804299665,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",29,"q","left",1,536,6.2841341610708,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",30,"q","left",1,461,6.13339804299665,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",31,"p","right",1,458,6.12686918411419,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",32,"p","right",1,443,6.09356977004514,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",33,"q","left",1,421,6.04263283368238,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",34,"p","right",1,423,6.04737217904628,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",35,"p","right",1,495,6.20455776256869,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",36,"q","left",1,476,6.16541785423142,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",37,"p","right",1,423,6.04737217904628,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",38,"q","left",1,381,5.9427993751267,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",39,"q","left",1,533,6.27852142416584,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",40,"q","left",1,514,6.24222326545517,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",41,"q","left",1,513,6.24027584517077,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",43,"p","right",1,533,6.27852142416584,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",44,"p","right",1,437,6.07993319509559,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",45,"p","right",1,436,6.07764224334903,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",46,"p","right",1,410,6.01615715969835,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",47,"p","right",1,483,6.18001665365257,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",48,"q","left",1,498,6.21060007702465,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",49,"p","right",1,483,6.18001665365257,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",50,"p","right",1,456,6.12249280951439,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",51,"q","left",1,537,6.28599809450886,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",52,"q","left",1,462,6.13556489108174,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",53,"p","right",1,501,6.21660610108486,"incompatible","small","right-handed"
